index,color,duration,genres,facenumber_in_poster,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,score
1069,Color,81,Action,1,English,USA,PG-13,4.70E+07,2010,4.7,2.35,0
1070,Color,116,Action,1,English,USA,R,4.60E+07,1996,6.6,1.85,0
1071,Color,86,Comedy,1,English,USA,PG-13,4.50E+07,1997,6.8,1.85,0
1072,Color,127,Biography,1,English,UK,R,2.50E+07,2016,7.3,2.35,1
1074,Color,91,Comedy,2,English,USA,PG,4.50E+07,1994,4.8,1.33,0
1075,Color,98,Action,0,English,France,PG-13,4.50E+07,2012,6.3,2.35,0
1076,Color,84,Comedy,7,English,USA,PG-13,4.80E+07,2003,5.5,1.85,0
1077,Color,109,Action,1,English,USA,PG-13,4.50E+07,2000,6.2,1.85,0
1078,Color,93,Action,0,English,USA,PG,4.50E+07,2008,5.8,1.85,0
1079,Color,113,Comedy,2,English,USA,G,4.00E+07,2004,5.7,1.85,0
1080,Color,141,Crime,0,English,USA,PG-13,4.50E+07,1993,6.5,2.35,0
1081,Color,119,Crime,3,English,USA,PG-13,4.50E+07,1994,6.7,2.35,0
1082,Color,97,Adventure,1,English,USA,PG-13,4.50E+07,2007,7.4,1.85,1
1083,Color,117,Action,1,English,USA,R,4.50E+07,1992,6.9,2.35,0
1084,Color,101,Comedy,0,English,Germany,PG-13,6.00E+07,2005,5.5,2.35,0
1085,Color,153,Crime,2,English,USA,R,4.60E+07,2013,8.1,1.85,1
1086,Color,122,Crime,2,English,USA,R,4.50E+07,2001,7.7,2.35,1
1087,Color,102,Adventure,3,English,USA,PG,4.50E+07,1999,7.3,2.35,1
1088,Color,83,Comedy,7,English,USA,R,4.50E+07,2001,5.2,1.85,0
1089,Color,103,Adventure,3,English,USA,PG,4.50E+07,2011,7.1,1.85,1
1090,Color,110,Action,1,English,USA,R,4.50E+07,1998,7.1,2.35,1
1091,Color,136,Drama,0,English,USA,PG-13,3.00E+07,2005,7.2,2.35,1
1092,Color,91,Drama,0,English,USA,R,4.50E+07,2002,6.5,2.35,0
1093,Color,89,Action,0,English,USA,PG-13,4.50E+07,1997,4.6,2.35,0
1094,Color,107,Comedy,5,English,USA,PG-13,4.50E+07,2000,5.6,2.35,0
1095,Color,129,Comedy,9,English,UK,R,4.50E+07,2003,7.7,2.35,1
1096,Color,95,Adventure,0,English,USA,G,1.20E+08,1998,7.2,2.35,1
1097,Color,122,Horror,1,English,USA,R,3.50E+07,2001,6.8,2.35,0
1098,Color,110,Action,2,English,Peru,R,4.50E+07,1994,5.4,1.85,0
1099,Color,135,Comedy,0,English,USA,R,4.50E+07,1996,6.3,2.35,0
1101,Color,95,Comedy,1,English,USA,PG,4.50E+07,2005,5.6,2.35,0
1102,Color,109,Adventure,0,English,USA,PG,5.00E+07,2005,6.8,2.35,0
1103,Color,93,Comedy,1,English,USA,PG,2.60E+07,2004,4.3,2.35,0
1104,Color,94,Action,1,English,France,R,4.50E+07,2007,6.3,2.35,0
1105,Color,117,Comedy,0,English,USA,PG-13,4.00E+07,2014,6.5,1.85,0
1106,Color,112,Adventure,1,English,USA,PG-13,4.50E+07,2006,6.4,2.35,0
1107,Color,111,Action,1,English,USA,PG-13,4.50E+07,1994,6.3,2.35,0
1108,Color,96,Drama,1,English,USA,PG,4.50E+07,1995,5.9,1.85,0
1109,Black and White,141,Crime,4,English,USA,R,4.50E+07,2012,6.5,2.35,0
1110,Color,94,Action,1,English,USA,PG-13,2.50E+07,2004,6.5,2.35,0
1111,Color,87,Action,1,English,UK,PG,3.50E+07,2003,6.1,1.85,0
1112,Color,88,Adventure,1,English,USA,PG,5.00E+07,2006,5.9,1.85,0
1113,Color,177,Action,3,English,USA,PG-13,4.00E+07,1984,6.6,2.35,0
1114,Color,133,Drama,0,English,USA,PG-13,4.50E+07,2007,7.4,2.35,1
1115,Color,119,Drama,0,English,USA,R,3.50E+07,2008,7.3,2.35,1
1116,Color,102,Action,2,English,Germany,PG-13,5.20E+07,2006,6.6,2.35,0
1117,Color,101,Action,0,English,France,PG-13,7.00E+07,2008,5.6,2.35,0
1118,Color,91,Action,1,English,USA,R,4.50E+07,1996,5.3,1.85,0
1119,Color,117,Comedy,0,English,USA,PG-13,4.50E+07,1996,6,2.35,0
1120,Color,86,Adventure,3,English,USA,PG,4.50E+07,2009,5.4,1.85,0
1121,Color,124,Crime,0,English,USA,R,4.50E+07,2001,6.8,2.35,0
1122,Color,134,Comedy,3,English,USA,PG-13,4.50E+07,2005,6.4,2.35,0
1123,Color,95,Action,0,English,UK,R,3.50E+07,2012,7.1,2.35,1
1124,Color,100,Action,0,English,Australia,PG,4.50E+07,1996,4.9,2.35,0
1125,Color,220,Drama,2,English,USA,PG-13,5.70E+07,2000,5.8,2.35,0
1126,Black and White,212,Biography,0,English,USA,R,5.00E+07,1995,7.1,2.35,1
1127,Color,128,Mystery,2,English,France,PG-13,4.50E+07,2010,7.2,2.35,1
1128,Color,106,Action,0,English,USA,R,4.50E+07,1998,6,2.35,0
1129,Color,160,Action,0,English,USA,R,4.50E+07,2008,6,2.35,0
1130,Color,114,Drama,2,Mandarin,China,R,4.50E+07,2006,7,2.35,0
1131,Color,99,Action,1,English,USA,R,4.00E+07,2008,5.4,1.85,0
1132,Color,74,Comedy,2,English,USA,PG-13,4.00E+07,2002,6.5,1.85,0
1133,Color,139,Drama,0,English,USA,R,4.50E+07,2007,6.4,2.35,0
1135,Color,103,Action,2,English,USA,R,4.50E+07,1997,4.9,2.35,0
1136,Color,101,Action,1,English,USA,PG,4.50E+07,2011,6.3,2.35,0
1138,Color,130,Biography,1,English,USA,R,44500000,2012,7.7,2.35,1
1139,Color,130,Action,1,English,USA,PG-13,4.40E+07,1993,7.8,1.85,1
1140,Color,110,Action,1,English,USA,PG-13,4.00E+07,2010,5.5,2.35,0
1141,Black and White,147,Crime,3,English,USA,R,4.40E+07,1996,7.5,2.35,1
1142,Color,96,Action,0,English,USA,R,4.40E+07,1985,6.4,2.35,0
1143,Color,118,Drama,1,English,USA,R,4.40E+07,1996,5.6,2.35,0
1144,Color,88,Animation,0,English,USA,Approved,2600000,1940,7.5,1.37,1
1145,Color,325,Adventure,0,English,USA,R,4.40E+07,1980,6.8,2.35,0
1146,Color,102,Action,1,English,USA,R,5.00E+07,2006,6.8,2.35,0
1147,Color,110,Drama,2,English,USA,PG-13,4.00E+07,2015,6,2.35,0
1148,Color,136,Drama,1,English,USA,PG-13,4.30E+07,2000,7.3,2.35,1
1149,Color,103,Comedy,1,English,USA,PG-13,4.30E+07,2000,6,1.37,0
1150,Color,103,Action,1,English,France,R,4.50E+07,2005,7,2.35,0
1151,Color,90,Comedy,3,English,USA,R,4.30E+07,2002,5.1,1.85,0
1152,Color,154,Drama,0,English,USA,R,4.20E+07,1993,6.8,1.85,0
1153,Color,99,Drama,1,English,USA,PG-13,4.40E+07,2010,6.5,2.35,0
1154,Color,93,Action,0,English,USA,R,4.00E+07,2011,6.6,2.35,0
1155,Color,109,Action,2,English,USA,R,4.20E+07,2012,7.2,2.35,1
1156,Color,124,Comedy,1,English,UK,PG-13,4.20E+07,1999,7,2.35,0
1157,Color,84,Adventure,0,English,UK,G,4.50E+07,2000,7,1.85,0
1158,Color,90,Comedy,1,English,USA,PG-13,4.20E+07,2004,5.9,1.85,0
1159,Color,117,Comedy,1,English,USA,R,4.00E+07,1992,5.4,1.85,0
1160,Color,123,Action,7,English,USA,R,4.30E+07,2013,6.6,2.35,0
1161,Color,251,Biography,2,English,UK,Approved,31115000,1963,7,2.2,0
1162,Color,105,Action,2,English,USA,PG,4.20E+07,2012,6.5,1.85,0
1163,Color,115,Crime,1,English,USA,PG-13,4.20E+07,2002,6.3,2.35,0
1164,Color,122,Comedy,0,English,USA,PG-13,4.20E+07,1996,6.5,1.85,0
1165,Color,119,Drama,0,English,USA,PG-13,3.20E+07,2002,6.5,2.35,0
1166,Color,81,Comedy,1,English,USA,R,4.20E+07,2009,5.8,1.85,0
1167,Color,133,Action,0,English,UK,PG-13,3.20E+07,1989,6.6,2.35,0
1168,Color,100,Fantasy,2,English,USA,PG-13,4.20E+07,2011,5.4,2.35,0
1169,Color,120,Action,1,English,USA,R,4.20E+07,2001,6.1,2.35,0
1170,Color,104,Adventure,0,English,UK,PG,4.20E+07,1993,4,1.85,0
1171,Color,122,Crime,2,English,USA,R,5.00E+07,2005,7.6,2.35,1
1172,Black and White,80,Action,4,Mandarin,China,PG-13,3.10E+07,2002,7.9,2.35,1
1173,Color,91,Action,1,English,USA,PG-13,4.00E+07,2012,5.3,2.35,0
1174,Color,112,Comedy,4,English,USA,R,4.40E+07,2014,6.6,2.35,0
1175,Color,100,Action,1,English,New Zealand,R,4.50E+07,2010,6.3,2.35,0
1177,Color,105,Action,4,French,France,R,2.70E+07,2009,7.2,2.35,1
1178,Color,110,Drama,0,English,USA,R,4.10E+07,2002,7,2.35,0
1180,Color,144,Action,1,English,USA,PG-13,6.50E+07,2001,6.9,2.35,0
1181,Color,108,Action,1,English,Hong Kong,PG-13,4.10E+07,2003,5.2,2.35,0
1182,Color,107,Drama,0,English,USA,PG-13,4.00E+07,1999,8.1,1.85,1
1183,Color,102,Action,6,English,USA,PG-13,4.20E+07,2012,6.6,2.35,0
1184,Color,100,Comedy,0,English,USA,PG,4.10E+07,2011,6.2,2.35,0
1185,Color,126,Action,0,English,USA,PG,8.00E+06,1984,7.2,1.85,1
1186,Color,138,Crime,5,English,USA,R,4.00E+07,2013,7.3,2.35,1
1187,Color,108,Comedy,1,English,USA,PG-13,4.00E+07,2009,6.7,2.35,0
1188,Color,105,Crime,0,English,USA,R,7.00E+07,1999,6.4,2.35,0
1189,Color,108,Adventure,0,English,USA,PG,4.00E+07,1989,7.8,1.85,1
1190,Color,89,Action,0,English,France,R,4.00E+07,2014,6.4,2.35,0
1191,Color,129,Drama,0,English,USA,R,4.00E+07,2015,4.1,2.35,0
1192,Color,84,Action,3,English,USA,PG,3.80E+07,2003,4.1,1.85,0
1193,Color,149,Crime,3,English,USA,R,4.00E+07,1996,7.4,2.35,1
1194,Color,94,Comedy,15,English,USA,PG,4.00E+07,2003,5.8,1.85,0
1195,Color,121,Action,0,English,USA,R,4.00E+07,2013,7.6,2.35,1
1196,Black and White,128,Comedy,3,English,USA,PG,4.00E+07,1992,7.2,2.35,1
1197,Color,134,Horror,0,English,USA,R,4.00E+07,2016,7.8,2.35,1
1198,Color,120,Biography,0,English,USA,PG-13,4.00E+07,2010,7.7,2.35,1
1199,Color,129,Comedy,7,English,USA,PG-13,4.00E+07,2009,6.4,2.35,0
1200,Color,89,Comedy,8,English,USA,PG-13,4.50E+07,2006,5.1,1.85,0
1201,Color,116,Horror,4,English,USA,R,4.00E+07,2000,5.5,2.35,0
1202,Color,118,Adventure,0,English,USA,PG,4.00E+07,1990,7.4,1.37,1
1203,Color,107,Comedy,2,English,USA,R,4.00E+07,2015,6,1.85,0
1204,Color,155,Fantasy,0,English,USA,R,4.00E+07,1992,7.5,1.85,1
1205,Color,123,Biography,2,English,USA,PG-13,4.00E+07,2009,7,1.85,0
1206,Color,128,Biography,0,English,USA,PG-13,4.00E+07,2013,7.5,2.35,1
1207,Color,139,Crime,1,English,USA,R,4.00E+07,1999,7.3,1.85,1
1208,Color,109,Comedy,1,English,USA,PG-13,3.50E+07,2014,5.7,1.85,0
1209,Color,120,Adventure,1,English,USA,PG,4.00E+07,2006,7.3,2.35,1
1210,Color,121,Comedy,2,English,USA,PG-13,3.50E+07,2015,7.2,1.85,1
1211,Color,102,Action,0,English,USA,PG-13,4.00E+07,2016,5.9,2.35,0
1212,Color,117,Action,1,English,USA,R,4.00E+07,1992,7.8,2.35,1
1213,Color,178,Biography,0,English,USA,PG-13,4.00E+07,2004,7.7,1.85,1
1214,Black and White,147,Crime,1,English,USA,R,4.00E+07,2005,8.1,1.85,1
1215,Color,90,Crime,4,English,USA,PG-13,4.00E+07,2008,6.6,2.35,0
1216,Color,105,Comedy,2,English,USA,R,4.00E+07,2009,7.1,1.85,1
1217,Color,114,Comedy,2,English,USA,PG-13,4.00E+07,2001,5.9,1.85,0
1218,Black and White,206,Drama,1,English,France,R,4.00E+07,1991,8,2.35,1
1219,Color,99,Comedy,0,English,USA,PG-13,4.00E+07,2006,4.6,1.85,0
1220,Color,123,Adventure,0,English,USA,R,3.40E+07,2001,6.1,2.35,0
1221,Color,137,Biography,0,English,USA,PG-13,6.50E+07,2014,7.2,2.35,1
1222,Color,102,Comedy,1,English,USA,PG-13,2.00E+07,2009,6.4,2.35,0
1223,Color,109,Comedy,2,English,USA,PG-13,4.00E+07,2014,6,2.35,0
1224,Color,82,Horror,0,English,USA,R,4.00E+07,2009,5.2,2.35,0
1225,Color,142,Drama,0,English,USA,PG-13,4.00E+07,2015,7.6,2.35,1
1226,Color,106,Action,2,English,USA,PG-13,4.00E+07,2001,6.4,2.35,0
1228,Color,106,Comedy,2,English,USA,PG-13,5.00E+07,2004,6.1,1.85,0
1229,Color,108,Action,0,English,USA,PG-13,4.00E+07,1998,6.1,2.35,0
1230,Color,98,Action,0,English,USA,R,4.00E+07,1997,5.2,1.85,0
1231,Color,131,Action,1,English,UK,PG-13,3.50E+07,2002,7.7,1.85,1
1232,Color,118,Crime,1,English,USA,R,4.00E+07,2011,7.3,2.35,1
1233,Color,113,Action,3,English,UK,PG-13,3.00E+07,2011,6.9,2.35,0
1234,Color,130,Drama,1,English,USA,PG-13,4.00E+07,2006,8.5,2.35,1
1235,Color,116,Comedy,7,English,USA,R,4.20E+07,2014,6.3,2.35,0
1236,Color,89,Adventure,2,English,USA,PG,4.00E+07,2013,5.9,2.35,0
1237,Color,139,Action,0,Maya,USA,R,4.00E+07,2006,7.8,1.85,1
1238,Color,130,Action,1,English,UK,PG,3.00E+07,1987,6.7,2.35,0
1239,Color,107,Action,0,English,USA,R,4.00E+07,2010,6.4,2.35,0
1240,Color,116,Comedy,3,English,USA,PG,4.00E+07,1986,5.9,2.35,0
1241,Color,96,Mystery,1,English,USA,PG-13,4.00E+07,2004,6.6,2.35,0
1242,Color,99,Drama,0,English,USA,PG,4.00E+07,2006,6.8,2.35,0
1243,Black and White,104,Horror,0,English,USA,PG-13,4.30E+07,2005,6.5,2.35,0
1244,Color,105,Comedy,0,English,USA,PG,2.50E+07,2012,6.6,1.85,0
1245,Color,101,Comedy,2,English,USA,PG-13,4.00E+07,2008,5.8,2.35,0
1246,Color,134,Biography,1,English,USA,R,4.00E+07,2014,6.9,2.35,0
1247,Color,135,Crime,1,English,USA,PG-13,4.00E+07,1997,7.1,2.35,1
1248,Color,98,Horror,1,English,USA,R,4.00E+07,2003,5.8,1.85,0
1249,Color,155,Drama,2,English,USA,R,3.60E+07,1997,7.2,1.85,1
1250,Color,106,Adventure,2,English,USA,PG-13,4.00E+07,1992,6,2.35,0
1251,Color,102,Action,0,English,USA,R,4.00E+07,2007,4.7,2.35,0
1252,Color,95,Comedy,1,English,USA,PG,4.00E+07,1994,5.2,1.85,0
1253,Color,103,Drama,2,English,USA,PG-13,4.00E+07,2000,5.5,1.85,0
1255,Color,109,Adventure,0,English,USA,R,4.00E+07,2011,7,2.35,0
1256,Color,95,Comedy,1,English,USA,PG-13,4.00E+07,2012,5.8,2.35,0
1257,Color,111,Horror,0,English,USA,R,4.00E+07,2011,6.2,2.35,0
1258,Color,123,Mystery,1,English,Germany,R,4.00E+07,1999,6.5,2.35,0
1259,Color,140,Biography,1,English,USA,R,3.80E+07,1991,7.2,2.35,1
1260,Color,94,Comedy,2,English,USA,R,4.00E+07,2014,5.1,1.85,0
1261,Color,94,Comedy,3,English,Germany,PG-13,6.00E+07,2000,4.7,1.85,0
1262,Color,92,Horror,0,English,USA,R,4.00E+07,2011,5.9,2.35,0
1263,Color,102,Comedy,1,English,UK,PG-13,4.00E+07,1999,5.8,1.85,0
1264,Color,123,Drama,2,English,USA,PG-13,4.00E+07,2000,7.2,1.85,1
1265,Color,104,Comedy,1,English,USA,PG-13,3.00E+07,2005,6.2,2.35,0
1267,Color,102,Comedy,1,English,USA,PG-13,4.00E+07,2008,5.7,2.35,0
1268,Color,136,Comedy,3,English,USA,R,4.00E+07,2014,6.1,2.35,0
1269,Color,93,Action,0,English,USA,PG-13,2.50E+07,1994,6,1.85,0
1270,Color,129,Adventure,1,English,USA,PG-13,4.00E+07,2011,6.9,2.35,0
1271,Color,107,Comedy,0,English,USA,PG-13,4.00E+07,2010,6.5,2.35,0
1272,Color,117,Biography,0,English,USA,R,4.00E+07,2005,5,2.35,0
1273,Color,116,Action,0,English,USA,R,4.00E+07,2000,5.7,2.35,0
1274,Color,135,Drama,1,English,USA,PG-13,4.00E+07,2005,7,2.35,0
1275,Color,107,Crime,0,English,USA,R,4.00E+07,2000,5.1,2.35,0
1276,Color,90,Comedy,2,English,USA,PG-13,4.00E+07,1999,5.3,1.85,0
1277,Color,99,Horror,2,English,USA,PG-13,4.00E+07,1996,4.4,2.35,0
1278,Color,104,Action,0,English,Germany,PG-13,4.00E+07,2001,4.7,2.35,0
1279,Color,115,Biography,3,English,UK,PG-13,3.50E+07,2008,6.7,1.85,0
1280,Color,119,Drama,1,English,USA,PG-13,4.00E+07,2001,6.7,1.85,0
1281,Color,99,Horror,0,English,USA,R,4.00E+07,2007,5.7,2.35,0
1282,Color,112,Crime,0,English,USA,R,5.00E+05,1973,7.4,1.85,1
1283,Color,128,Comedy,1,English,USA,PG-13,4.00E+07,1994,6.1,1.85,0
1284,Color,112,Action,0,English,France,PG-13,4.00E+07,2011,6.4,2.35,0
1285,Color,86,Adventure,0,English,USA,G,4.00E+07,1998,6.2,1.85,0
1286,Color,108,Crime,1,English,USA,R,6.00E+07,2002,6.2,2.35,0
1287,Black and White,128,Drama,1,English,USA,PG-13,6.00E+07,1999,5.9,1.85,0
1288,Color,84,Action,0,English,USA,PG-13,4.00E+07,2004,4,2.35,0
1289,Color,111,Drama,2,English,USA,R,4.00E+07,1996,6.2,1.85,0
1290,Color,131,Drama,0,English,France,NC-17,4.50E+07,1995,4.6,2.35,0
1291,Color,123,Biography,1,English,USA,PG-13,4.00E+07,2006,6.4,1.85,0
1292,Color,101,Action,3,English,USA,R,4.00E+07,1995,5.9,1.85,0
1293,Color,102,Action,1,English,USA,R,4.00E+07,2000,5.1,2.35,0
1294,Color,114,Drama,0,English,Spain,PG-13,4.50E+07,2012,7.6,2.35,1
1295,Color,107,Action,2,English,USA,PG-13,5.10E+07,1987,4.2,1.85,0
1296,Color,87,Adventure,0,English,USA,PG,4.00E+07,2009,7.8,1.85,1
1297,Color,103,Comedy,2,English,USA,PG-13,4.00E+07,2002,5.8,2.35,0
1298,Color,99,Comedy,2,English,USA,PG-13,4.00E+07,1992,5.9,2.35,0
1299,Black and White,122,Comedy,0,French,France,R,7.70E+07,2001,8.4,2.35,1
1300,Color,91,Comedy,1,English,USA,PG,3.00E+07,2004,4.8,1.85,0
1301,Color,103,Comedy,4,English,UK,R,6.00E+07,2004,6.2,1.85,0
1302,Color,107,Biography,3,English,USA,PG,4.00E+07,2012,6.5,2.35,0
1303,Color,106,Drama,1,English,USA,PG-13,4.00E+07,1999,6.3,1.85,0
1304,Color,101,Crime,1,English,UK,R,4.20E+07,2002,3.3,2.35,0
1305,Color,109,Action,3,English,USA,PG-13,4.00E+07,2009,5.9,2.35,0
1306,Color,110,Drama,2,English,USA,PG-13,4.00E+07,2015,6,2.35,0
1307,Color,89,Comedy,0,English,USA,PG-13,4.00E+07,2003,5.8,1.85,0
1309,Color,119,Action,0,English,UK,PG,3.60E+07,1980,4.7,2.35,0
1310,Color,83,Action,0,English,USA,R,2.40E+07,1999,4.1,1.85,0
1311,Color,108,Action,0,English,Germany,R,3.30E+07,2009,6.8,2.35,0
1312,Color,102,Drama,4,English,USA,R,4.00E+07,2001,6.2,1.85,0
1313,Color,93,Action,0,English,UK,PG-13,4.00E+07,2002,4.5,2.35,0
1314,Color,84,Comedy,3,English,France,PG-13,4.00E+07,2001,5.8,2.35,0
1315,Color,107,Adventure,0,English,UK,R,2.60E+07,2007,7.3,2.35,1
1316,Color,91,Comedy,8,English,USA,PG-13,4.00E+07,2012,5.9,2.35,0
1317,Color,94,Adventure,1,English,USA,PG,4.00E+07,2008,4.4,1.85,0
1318,Color,115,Action,0,English,USA,R,4.00E+07,2015,5.8,2.35,0
1319,Color,93,Action,3,English,Germany,PG,4.00E+07,2006,5.1,2.35,0
1320,Color,105,Drama,0,English,USA,PG-13,2.00E+07,2007,6.9,1.85,0
1321,Color,107,Comedy,1,English,USA,PG-13,2.00E+07,1995,6.2,2.35,0
1322,Color,101,Adventure,2,English,USA,R,2.50E+07,2007,6.9,2.35,0
1323,Black and White,111,Comedy,2,English,UK,PG,3.00E+07,1994,7.3,1.85,1
1324,Color,113,Action,2,Mandarin,Hong Kong,R,4.00E+07,2007,7.1,2.35,1
1325,Color,112,Drama,0,Kazakh,France,R,2.50E+07,2005,6,2.35,0
1326,Color,126,Action,5,English,South Korea,R,39200000,2013,7,1.85,0
1329,Color,98,Action,0,English,USA,R,2.30E+07,1994,7.6,1.85,1
1330,Color,159,Action,1,Telugu,India,,18026148,2015,8.4,1.85,1
1331,Color,107,Drama,1,English,USA,PG-13,3.90E+07,2009,7.1,2.35,1
1333,Color,106,Action,2,English,USA,PG-13,3.80E+07,2001,6.7,2.35,0
1334,Black and White,87,Animation,0,English,USA,PG,3.90E+07,2012,7,1.85,0
1335,Color,119,Action,0,English,USA,PG-13,4.00E+07,2005,8,2.35,1
1336,Color,110,Biography,2,English,USA,PG-13,3.90E+07,2004,5.3,2.35,0
1337,Color,125,Action,1,English,UK,PG,3.90E+07,1983,4.9,2.35,0
1338,Color,113,Comedy,1,English,USA,PG-13,4.00E+07,2013,6.4,1.85,0
1339,Color,150,Action,4,Mandarin,China,R,553632000,2008,7.4,2.35,1
1340,Color,108,Comedy,1,English,USA,PG-13,3.80E+07,2002,6.1,2.35,0
1341,Color,96,Comedy,2,English,USA,R,3.80E+07,2009,6.5,2.35,0
1342,Color,93,Comedy,2,English,USA,PG,3.90E+07,1996,5.7,2.35,0
1343,Color,100,Action,1,English,USA,PG,3.80E+07,2002,5.1,1.85,0
1344,Color,118,Action,0,English,USA,PG,3.50E+07,1994,6.6,2.35,0
1345,Color,122,Action,1,Mandarin,Hong Kong,PG-13,38600000,2013,6.5,2.35,0
1346,Color,120,Drama,1,English,USA,PG-13,3.80E+07,2011,6.9,2.35,0
1349,Black and White,146,Biography,0,English,USA,R,3.80E+07,1999,7.6,1.85,1
1350,Color,115,Crime,1,English,USA,PG-13,3.80E+07,2002,5.6,2.35,0
1351,Color,123,Comedy,3,English,USA,PG-13,3.50E+07,2001,6.2,2.35,0
1352,Color,94,Action,1,English,USA,PG,3.00E+07,2015,4.4,1.85,0
1353,Color,102,Drama,0,English,USA,R,3.80E+07,2001,5.6,1.85,0
1354,Color,98,Comedy,1,English,USA,PG,3.80E+07,2001,5.5,1.85,0
1355,Color,133,Mystery,1,English,Spain,R,3.80E+07,1999,6.7,2.35,0
1356,Color,118,Crime,0,English,USA,R,3.80E+07,1996,6.1,2.35,0
1357,Color,105,Drama,0,English,USA,R,5.70E+07,2001,6.2,2.35,0
1358,Color,109,Drama,0,English,USA,R,1.00E+07,2009,7.3,1.85,1
1359,Color,129,Adventure,4,English,USA,PG-13,3.80E+07,1996,6.6,2.35,0
1360,Color,109,Horror,0,English,USA,R,1.50E+07,1982,8.2,2.35,1
1361,Color,127,Action,0,English,USA,R,3.80E+07,2013,6.4,2.35,0
1362,Color,118,Crime,1,English,USA,R,3.70E+07,1997,6.4,2.35,0
1363,Color,110,Action,2,English,USA,PG-13,3.80E+07,2001,5.2,2.35,0
1364,Color,90,Adventure,0,English,USA,PG,5.50E+07,2008,6.5,2.35,0
1365,Color,144,Drama,31,English,USA,R,3.20E+07,2012,7.1,1.85,1
1367,Black and White,130,Biography,0,English,USA,PG,4.00E+07,2008,7.3,2.35,1
1368,Color,112,Action,0,English,USA,PG-13,3.80E+07,2016,5.2,2.35,0
1369,Color,133,Drama,1,English,USA,PG-13,3.50E+07,2015,7.7,2.35,1
1370,Color,150,Crime,7,English,USA,R,3.70E+07,2010,7.6,2.35,1
1371,Color,110,Comedy,12,English,USA,PG-13,4.00E+07,2012,5.7,2.35,0
1372,Color,96,Comedy,0,English,USA,R,3.70E+07,2008,7,1.85,0
1373,Color,96,Adventure,3,English,USA,PG,3.70E+07,2008,6,2.35,0
1374,Color,123,Action,0,English,UK,R,3.80E+07,2013,8.1,2.35,1
1375,Color,188,Drama,1,English,USA,R,3.70E+07,1999,8,2.35,1
1376,Color,107,Action,2,English,USA,R,3.70E+07,2010,5.6,2.35,0
1377,Color,110,Comedy,4,English,USA,R,3.80E+07,2016,6.1,2.35,0
1378,Color,113,Drama,5,English,USA,PG,3.70E+07,2011,6.9,1.85,0
1379,Color,122,Drama,1,English,USA,PG-13,3.70E+07,2008,5.2,2.35,0
1380,Color,116,Crime,1,English,USA,PG-13,3.60E+07,2002,7,1.85,0
1381,Color,93,Action,1,English,USA,PG-13,6.50E+07,1999,6.3,1.85,0
1382,Color,118,Comedy,4,English,USA,R,3.70E+07,2013,7,2.35,0
1384,Color,93,Action,0,English,USA,R,3.60E+07,1997,6.9,2.35,0
1385,Color,121,Action,3,English,UK,PG,3.60E+07,1983,6.2,2.35,0
1386,Color,101,Comedy,8,English,USA,R,3.60E+07,2010,6.4,1.85,0
1387,Color,107,Drama,0,English,USA,PG,3.60E+07,2014,6.4,1.85,0
1388,Color,124,Action,0,English,USA,R,3.40E+07,2000,5.7,2.35,0
1389,Color,109,Action,0,English,USA,R,3.60E+07,2003,6.1,2.35,0
1390,Color,105,Comedy,1,English,USA,PG-13,3.70E+07,2015,5.4,1.85,0
1391,Color,130,Drama,0,English,USA,PG-13,3.60E+07,1996,6.7,1.85,0
1392,Color,127,Drama,1,English,USA,PG-13,3.60E+07,1999,6.8,2.35,0
1393,Color,114,Drama,1,English,USA,PG-13,3.70E+07,2011,6,2.35,0
1394,Color,106,Drama,2,English,USA,PG-13,3.60E+07,1997,7.8,2.35,1
1395,Color,95,Biography,0,English,USA,R,3.60E+07,2000,5.3,1.85,0
1396,Color,81,Adventure,0,English,USA,G,3.70E+07,2008,4.5,2.35,0
1397,Color,95,Comedy,1,English,USA,PG-13,35200000,2003,5.4,1.85,0
1398,Color,108,Comedy,3,English,USA,R,3.50E+07,2009,7.8,2.35,1
1399,Color,105,Action,0,Cantonese,Hong Kong,PG-13,3.60E+07,2015,7.2,2.35,1
1400,Color,95,Action,1,English,USA,PG-13,3.30E+07,1999,6.6,2.35,0
1401,Color,126,Action,0,English,USA,PG-13,3.50E+07,1989,7.6,1.85,1
1402,Color,102,Biography,0,English,Spain,PG-13,3.60E+07,2011,5.9,2.35,0
1403,Color,121,Action,2,English,USA,R,3.50E+07,1992,6.7,2.35,0
1404,Color,129,Biography,0,English,USA,PG-13,2.90E+07,2009,7.7,1.85,1
1406,Color,88,Action,0,English,USA,PG,3.50E+07,2001,5.4,1.85,0
1407,Color,106,Comedy,5,English,USA,R,3.50E+07,2011,6.9,2.35,0
1408,Color,110,Adventure,0,English,USA,PG-13,3.80E+07,2010,7.7,2.35,1
1409,Color,109,Comedy,0,English,USA,PG-13,3.50E+07,2006,6.8,2.35,0
1410,Color,143,Adventure,2,English,USA,PG,3.50E+07,1979,6.4,2.35,0
1411,Color,120,Comedy,2,English,USA,R,3.50E+07,2013,5.7,2.35,0
1412,Color,128,Crime,0,English,USA,R,3.50E+07,1991,7.3,2.35,1
1413,Color,123,Crime,2,English,USA,PG-13,3.50E+07,2008,6.8,2.35,0
1414,Color,129,Comedy,1,English,Japan,R,3.50E+07,2015,6.3,2.35,0
